地点コード,地点,地点カナ,府県番号,区分,緯度_度,緯度_分,緯度,経度_度,経度_分,経度,標高,雨,風,気温,日照,積雪深,ed_y,ed_m,ed_d,観測終了日,備考1,備考2,備考3,備考4,備考5,観測所番号1,観測所番号2
0977,兎和野高原,ウワノコウゲン,63,A,35,25.9,35.4317,134,35,134.5833,540,Y,Y,Y,Y,Y,9999,99,99,,2007年1月15日までの地点名「村岡」,,,,,63071,63911
1227,三木,ミキ,63,A,34,46.6,34.7767,135,0.8,135.0133,145,Y,Y,Y,Y,N,9999,99,99,,,,,,,63461,
1337,南淡,ナンダン,63,A,34,13.1,34.2183,134,43.2,134.7200,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,63588,
1448,淡路町,アワジチョウ,63,A,34,35.3,34.5883,135,1,135.0167,3,Y,N,N,N,N,2004,3,1,2004/3/1,,,,,,,
1449,芦屋,アシヤ,63,A,34,44.5,34.7417,135,18.4,135.3067,50,Y,N,N,N,N,2004,3,1,2004/3/1,,,,,,,
1450,神戸塩屋,コウベシオヤ,63,A,34,38.5,34.6417,135,4.5,135.0750,60,Y,N,N,N,N,2004,3,1,2004/3/1,,,,,,,
1587,神戸空港,コウベクウコウ,63,A,34,37.9,34.6317,135,13.4,135.2233,7,Y,Y,Y,N,N,9999,99,99,,,,,,,63517,
1588,西宮,ニシノミヤ,63,A,34,45,34.7500,135,20.1,135.3350,38,Y,N,N,N,N,9999,99,99,,,,,,,63477,
47780,奈良,ナラ,64,S,34,41.6,34.6933,135,49.6,135.8267,104.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,64036,
0630,針,ハリ,64,A,34,36.3,34.6050,135,57.2,135.9533,468,Y,Y,Y,Y,N,9999,99,99,,,,,,,64041,
0631,田原本,タワラモト,64,A,34,33.3,34.5550,135,47.1,135.7850,50,Y,N,N,N,N,9999,99,99,,,,,,,64056,
0632,曽爾,ソニ,64,A,34,31.3,34.5217,136,9.5,136.1583,610,Y,N,N,N,N,9999,99,99,,,,,,,64076,
0633,大宇陀,オオウダ,64,A,34,29.3,34.4883,135,55.9,135.9317,349,Y,Y,Y,Y,N,9999,99,99,,,,,,,64101,
0634,高見山,タカミヤマ,64,A,34,25.6,34.4267,136,5.1,136.0850,1190,Y,N,N,N,N,1979,11,1,1979/11/1,,,,,,,
0635,五條,ゴジョウ,64,A,34,22.8,34.3800,135,43.8,135.7300,190,Y,Y,Y,Y,N,9999,99,99,,,,,,,64127,
0636,天辻,テンツジ,64,A,34,13.6,34.2267,135,43.7,135.7283,897,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0637,山上ケ岳,サンジョウガタケ,64,A,34,15.9,34.2650,135,55.9,135.9317,1485,Y,N,N,N,N,2010,3,25,2010/3/25,,,,,,,
0638,荒神岳,コウジンダケ,64,A,34,9.4,34.1567,135,39.4,135.6567,1242,Y,N,N,N,N,1980,12,2,1980/12/2,,,,,,,
0639,日出岳,ヒデガタケ,64,A,34,11.1,34.1850,136,6.5,136.1083,1695,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0640,上野地,ウエノジ,64,A,34,5.8,34.0967,135,46.3,135.7717,140,Y,N,N,N,N,1980,10,31,1980/10/31,,,,,,,
0641,玉置山,タマキヤマ,64,A,33,55.6,33.9267,135,49.8,135.8300,1077,Y,N,N,N,N,9999,99,99,,,,,,,64261,
0957,上北山,カミキタヤマ,64,A,34,8.2,34.1367,136,0.3,136.0050,334,Y,Y,Y,Y,N,9999,99,99,,,,,,,64206,
1228,風屋,カゼヤ,64,A,34,2.7,34.0450,135,47.2,135.7867,301,Y,Y,Y,Y,N,9999,99,99,,,,,,,64227,
1366,高見,タカミ,64,A,34,25.4,34.4233,136,4.3,136.0717,830,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
1376,葛城,カツラギ,64,A,34,29.3,34.4883,135,42.2,135.7033,141,Y,N,N,N,N,9999,99,99,,2004年9月30日までの地点名「当麻」,,,,,64091,
1377,壷坂,ツボサカ,64,A,34,25.4,34.4233,135,48.6,135.8100,360,Y,N,N,N,N,1990,12,1,1990/12/1,,,,,,,
1439,吉野,ヨシノ,64,A,34,22.7,34.3783,135,54,135.9000,188,Y,N,N,N,N,9999,99,99,,,,,,,64136,
1619,天川,テンカワ,64,A,34,16.2,34.2700,135,53,135.8833,840,Y,N,N,N,N,9999,99,99,,,,,,,64161,
0642,葛城山,カツラギサン,65,A,34,20.8,34.3467,135,26.2,135.4367,840,Y,N,N,N,N,9999,99,99,,,,,,,65021,
47777,和歌山,ワカヤマ,65,S,34,13.7,34.2283,135,9.8,135.1633,13.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,65042,
0644,岩出,イワデ,65,A,34,15.5,34.2583,135,19.2,135.3200,25,Y,N,N,N,N,1979,1,8,1979/1/8,,,,,,,
0645,高野山,コウヤサン,65,A,34,13.3,34.2217,135,35.4,135.5900,795,Y,Y,Y,Y,N,9999,99,99,,,,,,,65061,
0646,護摩壇山,ゴマダンザン,65,A,34,2.4,34.0400,135,34,135.5667,1130,Y,N,N,N,N,9999,99,99,,,,,,,65127,
0647,御坊,ゴボウ,65,A,33,53.8,33.8967,135,9.5,135.1583,4,Y,Y,Y,Y,N,1999,3,1,1999/3/1,,,,,,,
0648,虎ケ峰峠,トラガミネトウゲ,65,A,33,51.2,33.8533,135,27.3,135.4550,607,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0649,新宮,シングウ,65,A,33,41.2,33.6867,135,58.2,135.9700,18,Y,Y,Y,Y,N,9999,99,99,,,,,,,65276,
0650,白浜,シラハマ,65,A,33,40.7,33.6783,135,20.8,135.3467,32,Y,Y,Y,Y,N,2009,9,1,2009/9/1,,,,,,,
0651,日置川,ヒキガワ,65,A,33,36.3,33.6050,135,28.8,135.4800,17,Y,N,N,N,N,9999,99,99,,,,,,,65321,
47778,潮岬,シオノミサキ,65,S,33,27,33.4500,135,45.4,135.7567,68,Y,Y,Y,Y,Y,9999,99,99,,,,,,,65356,
0971,栗栖川,クリスガワ,65,A,33,47.5,33.7917,135,30.8,135.5133,160,Y,Y,Y,Y,N,9999,99,99,,,,,,,65256,
0978,湯浅,ユアサ,65,A,34,2.1,34.0350,135,10.9,135.1817,8,Y,N,N,N,N,9999,99,99,,,,,,,65106,
1063,清水,シミズ,65,A,34,5.2,34.0867,135,25.5,135.4250,240,Y,Y,Y,Y,N,9999,99,99,,1979年1月8日までの地点名「八幡」,,,,,65121,
1074,本宮,ホングウ,65,A,33,50.2,33.8367,135,46.4,135.7733,60,Y,N,N,N,N,9999,99,99,,,,,,,65226,
1089,龍神,リュウジン,65,A,33,56.7,33.9450,135,33.4,135.5567,410,Y,Y,Y,Y,N,9999,99,99,,1997年7月31日までの地点名「竜神」,,,,,65162,
1172,色川,イロカワ,65,A,33,40.5,33.6750,135,50.9,135.8483,275,Y,N,N,N,N,9999,99,99,,,,,,,65311,
1342,かつらぎ,カツラギ,65,A,34,18.6,34.3100,135,31.7,135.5283,142,Y,Y,Y,Y,N,9999,99,99,,,,,,,65026,
1347,西川,ニシカワ,65,A,33,38.3,33.6383,135,42.6,135.7100,150,Y,Y,Y,Y,N,9999,99,99,,,,,,,65306,
1457,友ケ島,トモガシマ,65,A,34,16.8,34.2800,135,0,135.0000,43,Y,Y,Y,Y,N,9999,99,99,,,,,,,65036,
1485,川辺,カワベ,65,A,33,53.6,33.8933,135,13,135.2167,84,Y,Y,Y,Y,N,9999,99,99,,,,,,,65201,
1589,南紀白浜,ナンキシラハマ,65,A,33,39.7,33.6617,135,21.8,135.3633,89,Y,Y,Y,N,N,9999,99,99,,,,,,,65288,
0653,大空山,オオゾラヤマ,66,A,35,11.8,35.1967,133,49.2,133.8200,1040,Y,N,N,N,N,2005,10,27,2005/10/27,,,,,,,
0654,那岐山,ナギサン,66,A,35,9.5,35.1583,134,10.8,134.1800,960,Y,N,N,N,N,1980,11,10,1980/11/10,,,,,,,
0655,今岡,イマオカ,66,A,35,5.9,35.0983,134,19.5,134.3250,207,Y,Y,Y,Y,Y,9999,99,99,,2005年3月31日までの地点名「古町」,,,,,66136,66915
0656,久世,クセ,66,A,35,4.1,35.0683,133,45.2,133.7533,144,Y,Y,Y,Y,N,9999,99,99,,,,,,,66171,
47756,津山,ツヤマ,66,S,35,3.8,35.0633,134,0.5,134.0083,145.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,66186,66920
0658,新見,ニイミ,66,A,34,56.6,34.9433,133,31.1,133.5183,393,Y,Y,Y,Y,N,9999,99,99,,,,,,,66221,
0659,天子山,アマゴヤマ,66,A,34,59.3,34.9883,133,52.7,133.8783,646,Y,N,N,N,N,2010,3,18,2010/3/18,,,,,,,
0660,赤磐,アカイワ,66,A,34,55.1,34.9183,134,4.9,134.0817,56,Y,N,N,N,N,9999,99,99,,2007年2月26日までの地点名「周匝」,,,,,66251,
0661,陣山,ジンヤマ,66,A,34,49.7,34.8283,133,31.4,133.5233,529,Y,N,N,N,N,9999,99,99,,,,,,,66276,
0662,大平山,オオヒラヤマ,66,A,34,53.7,34.8950,133,42.3,133.7050,685,Y,N,N,N,N,2005,11,7,2005/11/7,,,,,,,
0663,福渡,フクワタリ,66,A,34,52,34.8667,133,54.2,133.9033,63,Y,Y,Y,Y,N,9999,99,99,,,,,,,66296,
0664,和気,ワケ,66,A,34,48.9,34.8150,134,11,134.1833,35,Y,Y,Y,Y,N,9999,99,99,,,,,,,66306,
0665,佐屋,サヤ,66,A,34,41.1,34.6850,133,26.7,133.4450,390,Y,N,N,N,N,9999,99,99,,,,,,,66381,
0666,矢掛,ヤカゲ,66,A,34,37,34.6167,133,37.1,133.6183,18,Y,N,N,N,N,9999,99,99,,,,,,,66391,
47768,岡山,オカヤマ,66,S,34,39.6,34.6600,133,55,133.9167,2.8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,66408,
0668,虫明,ムシアゲ,66,A,34,40.9,34.6817,134,12.4,134.2067,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,66421,
0669,倉敷,クラシキ,66,A,34,35.4,34.5900,133,46.1,133.7683,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,66446,
0670,玉野,タマノ,66,A,34,29.2,34.4867,133,57,133.9500,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,66501,
0919,笠岡,カサオカ,66,A,34,30.1,34.5017,133,29.7,133.4950,0,Y,Y,Y,Y,N,9999,99,99,,,,,,,66481,
0929,下呰部,シモアザエ,66,A,34,57.9,34.9650,133,37.7,133.6283,180,Y,N,N,N,N,9999,99,99,,,,,,,66226,
0930,高梁,タカハシ,66,A,34,47.5,34.7917,133,36.6,133.6100,60,Y,Y,Y,Y,N,9999,99,99,,,,,,,66336,
1140,奈義,ナギ,66,A,35,6.7,35.1117,134,10.2,134.1700,212,Y,Y,Y,Y,N,9999,99,99,,,,,,,66127,
1328,上長田,カミナガタ,66,A,35,17.8,35.2967,133,43.5,133.7250,430,Y,Y,Y,Y,Y,9999,99,99,,,,,,,66046,66900
1330,千屋,チヤ,66,A,35,6.2,35.1033,133,26.1,133.4350,525,Y,Y,Y,Y,Y,9999,99,99,,,,,,,66091,66910
1371,恩原,オンバラ,66,A,35,18,35.3000,133,59.2,133.9867,734,Y,N,N,N,N,9999,99,99,,,,,,,66056,
1531,日応寺,ニチオウジ,66,A,34,45.4,34.7567,133,51.3,133.8550,239,Y,Y,Y,N,N,9999,99,99,,,,,,,66346,
1584,富,トミ,66,A,35,10.7,35.1783,133,48.3,133.8050,480,Y,N,N,N,N,9999,99,99,,,,,,,66112,
1585,吉備中央,キビチュウオウ,66,A,34,49,34.8167,133,42.3,133.7050,340,Y,N,N,N,N,9999,99,99,,,,,,,66287,
1618,旭西,アサヒニシ,66,A,34,57.7,34.9617,133,48.7,133.8117,230,Y,N,N,N,N,9999,99,99,,,,,,,66237,
0671,道後山,ドウゴヤマ,67,A,35,3.4,35.0567,133,11.3,133.1883,729,Y,N,N,N,N,9999,99,99,,,,,,,67026,
0672,安田山,アンダヤマ,67,A,34,55.3,34.9217,132,48.9,132.8150,638,Y,N,N,N,N,2005,11,1,2005/11/1,,,,,,,
0673,犬伏山,イヌブシヤマ,67,A,34,48.3,34.8050,132,36.9,132.6150,786,Y,N,N,N,N,2005,11,1,2005/11/1,,,,,,,
0674,三次,ミヨシ,67,A,34,48.7,34.8117,132,51,132.8500,159,Y,Y,Y,Y,N,9999,99,99,,,,,,,67106,
0675,庄原,ショウバラ,67,A,34,51.6,34.8600,133,1.4,133.0233,300,Y,Y,Y,Y,N,9999,99,99,,,,,,,67116,
0676,大朝,オオアサ,67,A,34,46.1,34.7683,132,27.8,132.4633,385,Y,Y,Y,Y,Y,9999,99,99,,,,,,,67151,67910
0677,加計,カケ,67,A,34,36.6,34.6100,132,19.2,132.3200,210,Y,Y,Y,Y,N,9999,99,99,,,,,,,67212,
0678,海見山,カイケンザン,67,A,34,36.4,34.6067,132,28.7,132.4783,805,Y,N,N,N,N,2005,11,1,2005/11/1,,,,,,,
0679,上下,ジョウゲ,67,A,34,41.6,34.6933,133,7,133.1167,384,Y,N,N,N,N,9999,99,99,,,,,,,67251,
0680,内黒山,ウチグロヤマ,67,A,34,35.8,34.5967,132,10.6,132.1767,987,Y,N,N,N,N,9999,99,99,,,,,,,67271,
0681,世羅,セラ,67,A,34,35,34.5833,133,3,133.0500,350,Y,Y,Y,Y,N,9999,99,99,,,,,,,67316,
0682,恵下谷山,エゲタニヤマ,67,A,34,29.1,34.4850,132,19.8,132.3300,790,Y,N,N,N,N,2005,11,1,2005/11/1,,,,,,,
0683,東広島,ヒガシヒロシマ,67,A,34,25,34.4167,132,42,132.7000,224,Y,Y,Y,Y,N,9999,99,99,,1989年11月29日までの地点名「西条」,,,,,67376,
47767,福山,フクヤマ,67,S,34,26.8,34.4467,133,14.8,133.2467,1.9,Y,Y,Y,Y,Y,9999,99,99,,1970年4月16日までの地点名「松永」,,,,,67401,
47765,広島,ヒロシマ,67,S,34,23.9,34.3983,132,27.7,132.4617,3.6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,67437,
0686,竹原,タケハラ,67,A,34,19.8,34.3300,132,58.9,132.9817,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,67461,
0687,生口島,イクチジマ,67,A,34,16.7,34.2783,133,7.4,133.1233,3,Y,Y,Y,Y,N,9999,99,99,,2009年2月26日までの地点名「因島」,,,,,67471,
0688,大竹,オオタケ,67,A,34,13.3,34.2217,132,13.2,132.2200,1,Y,Y,Y,Y,N,9999,99,99,,,,,,,67496,
47766,呉,クレ,67,S,34,14.4,34.2400,132,33,132.5500,3.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,67511,
0690,倉橋,クラハシ,67,A,34,5.5,34.0917,132,29.3,132.4883,3,Y,N,N,N,N,9999,99,99,,,,,,,67566,
0947,高野,タカノ,67,A,35,2,35.0333,132,54.1,132.9017,570,Y,Y,Y,Y,Y,9999,99,99,,,,,,,67016,67900
0948,東城,トウジョウ,67,A,34,53.7,34.8950,133,16.6,133.2767,310,Y,N,N,N,N,9999,99,99,,,,,,,67126,
0949,甲田,コウダ,67,A,34,41.7,34.6950,132,45.6,132.7600,185,Y,N,N,N,N,9999,99,99,,,,,,,67231,
0950,三入,ミイリ,67,A,34,32.7,34.5450,132,31.8,132.5300,70,Y,Y,Y,Y,N,9999,99,99,,2001年12月19日までの地点名「可部」,,,,,67292,
0951,府中,フチュウ,67,A,34,33.7,34.5617,133,13.9,133.2317,70,Y,Y,Y,Y,N,9999,99,99,,,,,,,67326,
0952,河内,コウチ,67,A,34,28.1,34.4683,132,53.6,132.8933,90,Y,N,N,N,N,2010,1,28,2010/1/28,,,,,,,
0953,久比,クビ,67,A,34,10.9,34.1817,132,49.8,132.8300,4,Y,Y,Y,Y,N,2009,2,24,2009/2/24,,,,,,,
1163,志和,シワ,67,A,34,29.9,34.4983,132,39.6,132.6600,215,Y,N,N,N,N,9999,99,99,,,,,,,67371,
1257,王泊,オオドマリ,67,A,34,41.9,34.6983,132,18.7,132.3117,525,Y,N,N,N,N,9999,99,99,,,,,,,67211,
1262,八幡,ヤワタ,67,A,34,42.5,34.7083,132,10.4,132.1733,774,Y,N,N,N,Y,9999,99,99,,,,,,,67136,67905
1325,油木,ユキ,67,A,34,45.8,34.7633,133,16.7,133.2783,510,Y,Y,Y,Y,N,9999,99,99,,,,,,,67191,
1326,廿日市津田,ハツカイチツタ,67,A,34,21.9,34.3650,132,11.4,132.1900,317,Y,Y,Y,Y,N,9999,99,99,,2003年2月28日までの地点名「佐伯」,,,,,67421,
1472,本郷,ホンゴウ,67,A,34,26.1,34.4350,132,55.1,132.9183,331,Y,Y,Y,N,N,9999,99,99,,,,,,,67386,
1575,佐伯湯来,サエキユキ,67,A,34,29.9,34.4983,132,17.4,132.2900,206,Y,N,N,N,N,9999,99,99,,,,,,,67351,
1579,都志見,ツシミ,67,A,34,38.8,34.6467,132,26.6,132.4433,400,Y,N,N,N,N,9999,99,99,,,,,,,67217,
1582,君田,キミタ,67,A,34,55.7,34.9283,132,49.8,132.8300,304,Y,N,N,N,N,9999,99,99,,,,,,,67052,
1583,美土里,ミドリ,67,A,34,43.3,34.7217,132,39.3,132.6550,318,Y,N,N,N,N,9999,99,99,,,,,,,67161,
1603,安宿,アスカ,67,A,34,34,34.5667,132,50.3,132.8383,363,Y,N,N,N,N,9999,99,99,,,,,,,67306,
1606,呉市蒲刈,クレシカマガリ,67,A,34,9.9,34.1650,132,44.9,132.7483,48,Y,Y,Y,Y,N,9999,99,99,,,,,,,67576,
47740,西郷,サイゴウ,68,S,36,12.2,36.2033,133,20,133.3333,26.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68022,68955
0692,西ノ島,ニシノシマ,68,A,36,6.6,36.1100,133,2.4,133.0400,3,Y,N,N,N,N,1978,11,18,1978/11/18,,,,,,,
0693,鹿島,カシマ,68,A,35,31.2,35.5200,133,1.3,133.0217,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,68091,
0694,斐川,ヒカワ,68,A,35,24.8,35.4133,132,53.4,132.8900,2,Y,Y,Y,N,N,9999,99,99,,,,,,,68121,
47741,松江,マツエ,68,S,35,27.4,35.4567,133,3.9,133.0650,16.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68132,68960
0696,大東,ダイトウ,68,A,35,19.1,35.3183,132,57.9,132.9650,56,Y,N,N,N,N,9999,99,99,,,,,,,68166,
0697,大田,オオダ,68,A,35,11.4,35.1900,132,29.8,132.4967,30,Y,Y,Y,Y,N,9999,99,99,,,,,,,68246,
0698,掛合,カケヤ,68,A,35,11.9,35.1983,132,49,132.8167,215,Y,Y,Y,Y,N,9999,99,99,,,,,,,68261,
0699,横田,ヨコタ,68,A,35,10.4,35.1733,133,6.2,133.1033,369,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68276,68900
0700,吾妻山,アヅマヤマ,68,A,35,4,35.0667,133,2.2,133.0367,1012,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0701,川本,カワモト,68,A,34,58.6,34.9767,132,29.5,132.4917,132,Y,Y,Y,Y,N,9999,99,99,,,,,,,68351,
47755,浜田,ハマダ,68,S,34,53.8,34.8967,132,4.2,132.0700,19,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68376,
0703,三隅,ミスミ,68,A,34,47.3,34.7883,131,57.5,131.9583,11,Y,N,N,N,N,9999,99,99,,,,,,,68421,
0704,益田,マスダ,68,A,34,40.6,34.6767,131,50.6,131.8433,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,68462,
0705,聖山,ヒジリヤマ,68,A,34,38.2,34.6367,132,8.7,132.1450,1112,Y,N,N,N,N,1978,11,1,1978/11/1,,,,,,,
0706,十種峯,トクサガミネ,68,A,34,26.4,34.4400,131,41.7,131.6950,902,Y,N,N,N,N,2004,10,28,2004/10/28,,,,,,,
0707,津和野,ツワノ,68,A,34,27.7,34.4617,131,46.2,131.7700,165,Y,Y,Y,Y,N,9999,99,99,,,,,,,68516,
0954,佐田,サダ,68,A,35,13.3,35.2217,132,43.4,132.7233,100,Y,N,N,N,N,9999,99,99,,,,,,,68206,
1093,桜江,サクラエ,68,A,34,57.2,34.9533,132,20,132.3333,32,Y,N,N,N,N,9999,99,99,,,,,,,68346,
1094,瑞穂,ミズホ,68,A,34,51.2,34.8533,132,31.8,132.5300,327,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68401,68910
1095,伯太,ハクタ,68,A,35,21,35.3500,133,16.4,133.2733,23,Y,N,N,N,N,9999,99,99,,,,,,,68181,
1175,波佐,ハザ,68,A,34,46.8,34.7800,132,11.8,132.1967,370,Y,N,N,N,N,9999,99,99,,,,,,,68436,
1176,匹見,ヒキミ,68,A,34,34.3,34.5717,132,1,132.0167,259,Y,N,N,N,N,9999,99,99,,,,,,,68501,
1307,海士,アマ,68,A,36,5.8,36.0967,133,5.8,133.0967,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,68056,
1310,出雲,イズモ,68,A,35,19.9,35.3317,132,43.8,132.7300,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,68156,
1320,赤名,アカナ,68,A,35,0.1,35.0017,132,42.7,132.7117,444,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68306,68905
1321,弥栄,ヤサカ,68,A,34,46.6,34.7767,132,6.5,132.1083,380,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68431,68915
1322,六日市,ムイカイチ,68,A,34,21.2,34.3533,131,56.1,131.9350,311,Y,Y,Y,Y,N,2006,10,31,2006/10/31,,,,,,,
1336,福光,フクミツ,68,A,35,4.2,35.0700,132,19.9,132.3317,8,Y,N,N,N,N,9999,99,99,,,,,,,68286,
1362,原山,ハラヤマ,68,A,34,51.9,34.8650,132,24.3,132.4050,741,Y,N,N,N,N,2004,10,29,2004/10/29,,,,,,,
1473,西郷岬,サイゴウミサキ,68,A,36,10.7,36.1783,133,19.4,133.3233,80,Y,Y,Y,N,N,9999,99,99,,,,,,,68046,
1474,高津,タカツ,68,A,34,40.5,34.6750,131,47.4,131.7900,54,Y,Y,Y,N,N,9999,99,99,,,,,,,68456,
1592,吉賀,ヨシカ,68,A,34,23.5,34.3917,131,53.6,131.8933,250,Y,Y,Y,Y,N,9999,99,99,,,,,,,68541,
47742,境,サカイ,69,S,35,32.6,35.5433,133,14.1,133.2350,2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69006,69910
0709,青谷,アオヤ,69,A,35,31.2,35.5200,133,59.8,133.9967,13,Y,Y,Y,Y,N,9999,99,99,,,,,,,69041,
47746,鳥取,トツトリ,69,S,35,29.2,35.4867,134,14.3,134.2383,7.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69122,69940
0711,岩井,イワイ,69,A,35,33.5,35.5583,134,21.6,134.3600,19,Y,Y,Y,Y,N,9999,99,99,,,,,,,69061,
47744,米子,ヨナゴ,69,S,35,26,35.4333,133,20.3,133.3383,6.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69076,69930
0713,倉吉,クラヨシ,69,A,35,28.4,35.4733,133,50.3,133.8383,8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69101,69900
0714,菅俵原,スゲタワラ,69,A,35,25.1,35.4183,133,59.3,133.9883,713,Y,N,N,N,N,1981,11,19,1981/11/19,,,,,,,
0715,霊石山,レイセキサン,69,A,35,24.7,35.4117,134,12.8,134.2133,320,Y,N,N,N,N,1981,11,27,1981/11/27,,,,,,,
0716,大山,ダイセン,69,A,35,23.6,35.3933,133,32.2,133.5367,875,Y,N,N,N,Y,9999,99,99,,,,,,,69152,69905
0717,古峠山,コトウヤマ,69,A,35,16.1,35.2683,133,26.3,133.4383,594,Y,N,N,N,N,1981,11,6,1981/11/6,,,,,,,
0718,智頭,チズ,69,A,35,15.8,35.2633,134,14.4,134.2400,182,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69246,69915
0938,日南,ニチナン,69,A,35,9.9,35.1650,133,19.3,133.3217,290,Y,N,N,N,N,1978,11,15,1978/11/15,,,,,,,
1177,関金,セキガネ,69,A,35,22.7,35.3783,133,45.4,133.7567,150,Y,N,N,N,N,9999,99,99,,,,,,,69161,
1178,若桜,ワカサ,69,A,35,20,35.3333,134,24.3,134.4050,231,Y,N,N,N,N,9999,99,99,,,,,,,69196,
1231,塩津,シオツ,69,A,35,31.4,35.5233,133,34,133.5667,15,Y,Y,Y,Y,N,9999,99,99,,2007年3月31日までの地点名「下市」,,,,,69021,
1304,茶屋,チャヤ,69,A,35,11.2,35.1867,133,13.8,133.2300,490,Y,Y,Y,Y,N,9999,99,99,,,,,,,69271,
1385,佐治,サジ,69,A,35,19.7,35.3283,134,6.8,134.1133,210,Y,N,N,N,N,9999,99,99,,,,,,,69181,
1389,江尾,エビ,69,A,35,17.3,35.2883,133,29,133.4833,155,Y,N,N,N,N,9999,99,99,,,,,,,69222,
1391,鹿野,シカノ,69,A,35,24.8,35.4133,134,1,134.0167,210,Y,N,N,N,N,9999,99,99,,,,,,,69111,
1519,湖山,コヤマ,69,A,35,31.8,35.5300,134,9.9,134.1650,15,Y,Y,Y,N,N,9999,99,99,,,,,,,69052,
0719,大山寺,タイサンジ,71,A,34,9.8,34.1633,134,23.6,134.3933,690,Y,N,N,N,N,2008,3,19,2008/3/19,,,,,,,
0720,池田,イケダ,71,A,34,1.4,34.0233,133,47.8,133.7967,205,Y,Y,Y,Y,N,9999,99,99,,,,,,,71066,
47895,徳島,トクシマ,71,S,34,4,34.0667,134,34.4,134.5733,1.6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,71106,
0722,江田山,エダヤマ,71,A,33,55.3,33.9217,134,15.9,134.2650,1100,Y,N,N,N,N,1978,11,4,1978/11/4,,,,,,,
0723,太竜寺山,タイリュウジヤマ,71,A,33,52.4,33.8733,134,31.7,134.5283,600,Y,N,N,N,N,2008,3,19,2008/3/19,,,,,,,
0724,日和佐,ヒワサ,71,A,33,43.9,33.7317,134,32.3,134.5383,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,71266,
0725,宍喰,シシクイ,71,A,33,33.8,33.5633,134,18.3,134.3050,4,Y,Y,Y,Y,N,2009,2,18,2009/2/18,,,,,,,
0972,穴吹,アナブキ,71,A,34,2.4,34.0400,134,9.4,134.1567,160,Y,Y,Y,Y,N,9999,99,99,,,,,,,71087,
1098,福原旭,フクハラアサヒ,71,A,33,52.7,33.8783,134,23.3,134.3883,290,Y,N,N,N,N,9999,99,99,,,,,,,71211,
1242,蒲生田,ガモウダ,71,A,33,50.2,33.8367,134,44.5,134.7417,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,71231,
1252,京上,キョウジョウ,71,A,33,52,33.8667,133,54.2,133.9033,560,Y,Y,Y,Y,N,9999,99,99,,,,,,,71191,
1327,半田,ハンダ,71,A,33,59.4,33.9900,134,2.2,134.0367,228,Y,N,N,N,N,9999,99,99,,,,,,,71136,
1352,木頭,キトウ,71,A,33,46.3,33.7717,134,12.3,134.2050,330,Y,Y,Y,Y,N,9999,99,99,,,,,,,71251,
1358,旭丸,アサヒマル,71,A,33,56,33.9333,134,19.6,134.3267,1200,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
47894,剣山,ツルギサン,71,S,33,51.2,33.8533,134,5.8,134.0967,1944.8,Y,Y,Y,Y,Y,2001,3,31,2001/3/31,,,,,,,
1604,海陽,カイヨウ,71,A,33,36.7,33.6117,134,21.3,134.3550,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,71291,
0726,内海,ウチノミ,72,A,34,28.3,34.4717,134,16.4,134.2733,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,72061,
